userId,title,rating
49,Crab single-arm reach,4.7
49,Speed Box Squat,3.1
49,Sled Push,3.0
49,Plate push,4.8
49,Clean and jerk,4.4
50,Lying cable chest fly,1.1
50,Lateral hop,2.6
50,Lower back SMR,2.8
50,Glute Ham Raise,1.6
50,Sled Push,4.4
50,Sled push-,2.4
50,Push-press,4.8
51,Single-arm incline cable cross-over,2.4
51,Wall mountain climber,1.5
51,Reverse lunge,3.2
51,Barbell glute bridge,1.8
51,Bear crawl sled drag,2.6
51,Stationary bike,4.6
51,Push-press,2.3
52,Barbell shrug,3.0
52,Squat Isometric Hold,3.5
52,One Handed Hang,1.2
52,Board bench press,2.5
52,Tire flip,3.5
52,Rower,2.6
52,Behind-the-head push-press,1.6
53,Standing Dumbbell Shrug - Gethin Variation,3.9
53,Broad jump,1.8
53,Lunge glute stretch,2.4
53,Barbell deficit deadlift,3.6
53,Tire flip,2.8
53,Stationary bike,2.4
53,Behind-the-head push-press,2.5
54,TBS Rope Cable Push-Down,4.8
54,Medicine ball scoop throw,3.8
54,Lying hamstring stretch with band,1.9
54,Barbell Hip Thrust,1.1
54,Dumbbell farmer's walk,3.6
54,Elliptical trainer,4.4
54,Push-press,2.1
55,Wide push-up plank hold,4.4
55,Medicine Ball Chest Pass,1.8
55,Alternating standing knee-pull stretch,2.4
55,Board bench press,3.7
55,Sled Push,4.6
55,Treadmill running,1.8
55,Clean and jerk,4.7
56,Single-arm landmine pull and press,3.6
56,Dumbbell jump squat,3.3
56,Kneeling hip flexor stretch,2.1
56,Good Morning,1.4
56,Tire flip,1.5
56,Elliptical trainer,1.2
56,Push-jerk,1.3
57,Frog push-up,1.7
57,Carioca quick step,4.5
57,One Handed Hang,2.6
57,Barbell Hip Thrust,1.4
57,Tire flip,1.0
57,Shadow boxing,1.3
57,Push-press,1.7
58,Feet-elevated bench side plank,4.3
58,Lateral box jump,1.6
58,Reverse lunge,3.1
58,Speed Box Squat,3.4
58,Sled Push,2.5
58,Stationary bike,4.2
58,Push-press,4.1
59,Reverse-grip barbell curl,2.9
59,Burpee tuck jump,2.4
59,Calf SMR,3.8
59,Glute Ham Raise,1.2
59,Tire flip,1.5
59,High knees,1.2
59,Clean and jerk,1.6
60,High knees sprawl drill,4.2
60,Dumbbell lateral hop to sprint,1.3
60,Rhomboids SMR,2.3
60,Good Morning,1.9
60,Bear crawl sled drag,1.0
60,Shadow boxing,2.7
60,Push-jerk,4.4
61,Machine high row,2.8
61,Single-cone sprint drill,1.7
61,Lying quad stretch with band,1.7
61,Dumbbell floor press,3.8
61,Bear crawl sled drag,4.0
61,Burpee,4.9
61,Push-press,3.4
62,Cross-body hammer curl,4.8
62,Over bench jump,2.0
62,Lying glute stretch,3.8
62,Sumo deadlift,1.8
62,Tire flip,4.0
62,Stationary bike,3.8
62,Behind-the-head push-press,3.1
63,Single-arm kneeling lat pull-down,1.9
63,Depth jump box jump,1.9
63,Crab single-arm reach,2.8
63,Sumo deadlift,2.8
63,Tire flip,1.1
63,Burpee,2.0
63,Power snatch-,1.5
64,Standing crossed-cable rear delt fly,1.5
64,Burpee over barbell,4.3
64,Single-leg balance and reach,4.0
64,Good Morning,2.5
64,Tire flip,2.8
64,Jumping rope,2.8
64,Power snatch-,1.1
65,Dumbbell spell caster,3.3
65,Burpee tuck jump,3.9
65,Lying hamstring stretch with band,1.8
65,Dumbbell floor press,4.8
65,Bear crawl sled drag,2.3
65,Jumping Jack,4.3
65,Behind-the-head push-press,1.2
66,FYR Dumbbell Tempo L-Raise,1.2
66,Plyo push-up,2.3
66,World's greatest stretch,3.9
66,Dumbbell floor press,1.4
66,Bear crawl sled drag,4.5
66,Bear crawl fire feet,2.1
66,Behind-the-head push-press,3.2
67,Leg Extension - Gethin Variation,2.2
67,Dumbbell seated box jump,2.9
67,Lower back SMR,4.0
67,Speed Box Squat,3.4
67,Sled Push,1.4
67,Jumping rope,5.0
67,Behind-the-head push-press,3.7
68,King Maker Barbell Back Squat,1.7
68,In-out jump squat,1.8
68,Quadriceps SMR,3.8
68,Glute Ham Raise,1.6
68,Sled Push,1.9
68,Bear crawl fire feet,4.8
68,Clean and jerk,1.7
69,UP Deficit Kettlebell Stiff-Legged Deadlift,2.5
69,Jumping knee up-down,2.4
69,Exercise ball torso rotation,3.4
69,Glute Ham Raise,2.3
69,Bear crawl sled drag,1.1
69,Stationary bike,1.6
69,Push-press,3.5
70,Seated cable shoulder press,3.4
70,Pop squat,1.5
70,Alternating lunge jump,3.7
70,Barbell back squat to box,1.2
70,Sled Push,1.3
70,Shadow boxing,2.0
70,Clean and jerk,1.1
71,Decline Push-Up,1.2
71,Box jump,4.3
71,Brachialis SMR,1.0
71,Sumo deadlift,3.1
71,Sled Push,4.3
71,Burpee,1.6
71,Push-press,3.8
72,Weighted sissy squat,1.0
72,Lateral box jump,3.1
72,Rhomboids SMR,4.6
72,Sumo deadlift,2.8
72,Bear crawl sled drag,2.0
72,Stationary bike,1.6
72,Power snatch-,1.1
73,Iron cross stretch,1.5
73,Wall ball toss,1.1
73,Alternating lunge jump,1.5
73,Board bench press,4.3
73,Bear crawl sled drag,4.8
73,Jumping Jack,2.1
73,Push-press,1.4
74,Barbell Incline Bench Press Medium-Grip,3.8
74,Dumbbell jump squat,2.6
74,Piriformis SMR,4.2
74,Barbell deficit deadlift,3.9
74,Dumbbell farmer's walk,1.5
74,Plate push,1.8
74,Behind-the-head push-press,3.3
75,Weighted sissy squat,3.6
75,Kettlebell fire feet,3.8
75,Arm circle,2.8
75,Barbell back squat to box,3.8
75,Tire flip,2.1
75,Stationary bike,1.5
75,Power snatch-,3.1
76,Cable EZ-Bar Preacher Curl - Gethin Variation,4.9
76,Gorilla squat,4.8
76,Brachialis SMR,4.0
76,Barbell back squat to box,3.2
76,Bear crawl sled drag,4.3
76,Treadmill walking,3.4
76,Push-press,4.8
77,Machine chest fly,4.6
77,Dumbbell jump squat,1.1
77,Iliotibial band SMR,4.3
77,Barbell back squat to box,1.7
77,Dumbbell farmer's walk,4.0
77,Burpee,3.6
77,Clean and jerk,2.3
78,Bent-arm barbell pull-over,3.5
78,Burpee to pull-up,2.8
78,Pass-through stretch with band,1.4
78,Barbell Hip Thrust,4.7
78,Dumbbell farmer's walk,1.8
78,Treadmill walking,4.0
78,Clean and jerk,1.1
79,Barbell step-up,1.3
79,Burpee over barbell,4.9
79,Alternating standing knee-pull stretch,5.0
79,Barbell deficit deadlift,4.9
79,Bear crawl sled drag,2.9
79,Shadow boxing,4.4
79,Power snatch-,4.1
80,Plank leg raise,4.3
80,Medicine Ball Chest Pass,2.7
80,Piriformis SMR,4.9
80,Barbell Hip Thrust,2.0
80,Bear crawl sled drag,3.5
80,Treadmill jogging,3.7
80,Behind-the-head push-press,1.9
81,Straight-arm rope pull-down,4.1
81,Southpaw sprawl,3.8
81,Lying quad stretch with band,2.6
81,Barbell back squat to box,1.1
81,Bear crawl sled drag,1.2
81,Shadow boxing,4.3
81,Push-jerk,1.1
82,Band good morning-,1.3
82,Dumbbell lateral hop,2.4
82,Alternating lunge jump,3.7
82,Glute Ham Raise,4.7
82,Bear crawl sled drag,2.0
82,Sled push-,1.6
82,Push-press,3.7
83,Sit-up,2.1
83,Jumping jack-,1.3
83,Lying glute stretch,3.5
83,Speed Box Squat,2.2
83,Tire flip,1.4
83,Burpee,4.3
83,Power snatch-,3.9
84,Spider lunge stretch,3.5
84,Mountain climber,1.7
84,Standing hamstring stretch,2.9
84,Barbell glute bridge,4.3
84,Sled Push,2.7
84,Shadow boxing,4.8
84,Push-press,3.3
85,Straight-arm rope pull-down,1.6
85,Knee Tuck Jump,4.9
85,Arm circle,1.5
85,Barbell deficit deadlift,1.9
85,Dumbbell farmer's walk,1.9
85,Sled push-,1.2
85,Push-jerk,4.5
86,Overhead bar front raise,2.9
86,Dumbbell seated box jump,1.5
86,Lying groin stretch with band,2.9
86,Glute Ham Raise,1.4
86,Dumbbell farmer's walk,3.1
86,Plate push,4.0
86,Push-jerk,3.1
87,Cross-body hammer curl,4.5
87,Skip,2.7
87,Bent Over Shoulder Y,2.3
87,Good Morning,4.3
87,Dumbbell farmer's walk,3.3
87,Plate push,4.0
87,Push-press,1.5
88,Kneeling Cable Triceps Extension - Gethin Variation,4.0
88,Plyo push-up,1.1
88,Reach-roll-lift combo,3.9
88,Glute Ham Raise,4.4
88,Bear crawl sled drag,3.2
88,Sled push-,1.0
88,Push-press,3.3
89,Barbell deadlift bent-over row complex,3.9
89,Dumbbell jump squat,2.1
89,Lying groin stretch with band,2.6
89,Rack pull,1.3
89,Bear crawl sled drag,1.9
89,Treadmill running,2.6
89,Clean and jerk,3.4
90,Bench press,2.0
90,Medicine Ball Chest Pass,4.5
90,Cross-body shoulder stretch,1.7
90,Barbell glute bridge,1.9
90,Sled Push,2.7
90,High knees,1.7
90,Clean and jerk,4.1
91,Toe-touch,3.4
91,Dumbbell seated box jump,2.6
91,Lunge glute stretch,4.0
91,Sumo deadlift,4.1
91,Tire flip,4.2
91,Stationary bike,2.2
91,Clean and jerk,1.4
92,Incline EZ-bar skullcrusher,4.0
92,Running lunge,4.4
92,Lying quad stretch with band,3.2
92,Barbell Hip Thrust,1.6
92,Tire flip,2.5
92,Stationary bike,2.4
92,Power snatch-,2.4
93,Knees tucked crunch,3.7
93,Burpee tuck jump,4.1
93,Bent Over Shoulder Y,2.1
93,Barbell glute bridge,1.6
93,Dumbbell farmer's walk,1.8
93,Stair climber,3.4
93,Power snatch-,1.3
94,Suspended ab fall-out,4.2
94,Lateral cone hop,3.0
94,Half bird dog,4.6
94,Rack pull,1.1
94,Tire flip,3.9
94,Rower,1.5
94,Power snatch-,3.1
95,Lying Leg Curls,2.3
95,In-out jump squat,2.2
95,Child's pose,2.9
95,Good Morning,4.1
95,Dumbbell farmer's walk,4.7
95,Stationary bike,4.6
95,Behind-the-head push-press,4.4
96,Chin-up crunch,3.8
96,Sledgehammer swing,1.6
96,Latissimus dorsi SMR,3.7
96,Barbell glute bridge,4.9
96,Sled Push,4.3
96,Treadmill walking,1.6
96,Behind-the-head push-press,3.1
97,High-Pulley Cable Curl - Gethin Variation,3.0
97,Burpee tuck jump,2.0
97,Yoga plex,1.3
97,Good Morning,4.0
97,Dumbbell farmer's walk,1.9
97,Jumping Jack,1.5
97,Push-jerk,1.9
98,Band deadlift,1.5
98,Depth jump box jump,4.4
98,Lower back SMR,4.5
98,Barbell Hip Thrust,3.2
98,Dumbbell farmer's walk,1.3
98,High knees,4.4
98,Behind-the-head push-press,4.6
99,AM Seated Hammer Curls,3.8
99,Over bench jump,2.7
99,Reverse lunge,4.6
99,Good Morning,2.8
99,Tire flip,2.0
99,Plate push,4.2
99,Push-jerk,3.5
100,Barbell curl-,2.7
100,Dumbbell lateral hop,1.1
100,Lying hamstring stretch with band,2.7
100,Barbell back squat to box,4.0
100,Sled Push,1.2
100,Treadmill walking,4.3
100,Push-press,3.8
101,Alternating hanging knee raise,2.8
101,Jumping knee up-down,3.1
101,Half bird dog,2.1
101,Board bench press,4.7
101,Bear crawl sled drag,1.4
101,Shadow boxing,2.6
101,Push-jerk,3.3
102,Total Fitness Plyo Push-Up,4.2
102,Sledgehammer swing,1.1
102,Lunge glute stretch,2.4
102,Dumbbell floor press,1.4
102,Sled Push,2.7
102,Treadmill running,1.1
102,Push-press,4.5
103,ACFT Low-handle trap bar deadlift,2.1
103,Split Jump,3.3
103,Exercise ball torso rotation,4.0
103,Barbell deficit deadlift,2.9
103,Tire flip,4.0
103,Treadmill running,2.0
103,Behind-the-head push-press,3.9
104,FYR Running Lunge,1.2
104,90-degree jump squat,2.7
104,Alternating lunge jump,1.0
104,Speed Box Squat,3.7
104,Bear crawl sled drag,2.6
104,Bear crawl fire feet,4.0
104,Push-press,4.7
105,Lying Cable Curl - Gethin Variation,1.4
105,Over bench jump,2.1
105,Pass-through stretch with band,2.0
105,Rack pull,4.7
105,Tire flip,2.3
105,Jumping rope,4.3
105,Clean and jerk,2.3
106,Leverage Chest Press,2.9
106,Jumping knee up-down,1.8
106,Yoga plex,3.7
106,Board bench press,2.8
106,Tire flip,2.7
106,Stair climber,4.9
106,Push-press,2.2
107,Seated Lateral Raise - Gethin Variation,3.4
107,Over bench jump,4.0
107,Lower back SMR,2.3
107,Dumbbell floor press,1.4
107,Dumbbell farmer's walk,4.1
107,Stationary bike,4.3
107,Clean and jerk,3.0
108,Barbell Deadlift Bent Row Complex,3.6
108,Jump Squat,3.7
108,Alternating lunge jump,2.7
108,Barbell deficit deadlift,5.0
108,Sled Push,2.0
108,Jumping Jack,1.4
108,Power snatch-,3.2
109,30 Decline Reverse Crunch,1.4
109,Slalom jumps,4.2
109,World's greatest stretch,1.1
109,Board bench press,3.5
109,Sled Push,2.8
109,Sled push-,2.0
109,Push-press,1.9
110,Dumbbell Bulgarian split squat,2.8
110,Sledgehammer swing,2.8
110,Brachialis SMR,4.8
110,Board bench press,2.9
110,Sled Push,2.1
110,Treadmill walking,1.9
110,Clean and jerk,2.6
111,FYR Bear Crawl Shoulder Tap,5.0
111,90-degree jump squat,1.9
111,Kneeling hip flexor stretch,3.9
111,Rack pull,4.1
111,Sled Push,4.6
111,Stationary bike,4.3
111,Push-jerk,3.5
112,Leg extension,4.3
112,Southpaw sprawl,4.8
112,Lower back SMR,3.9
112,Sumo deadlift,2.3
112,Dumbbell farmer's walk,4.0
112,Sled push-,4.0
112,Push-press,2.7
113,Single-arm banded landmine press,1.3
113,Over bench jump,3.1
113,Single-leg balance and reach,4.8
113,Rack pull,4.1
113,Tire flip,1.0
113,Treadmill running,4.0
113,Push-jerk,2.0
114,Medicine ball Russian twist,1.7
114,Lateral hop,1.9
114,Crab single-arm reach,2.5
114,Barbell Hip Thrust,1.5
114,Bear crawl sled drag,3.3
114,Burpee,1.3
114,Push-jerk,4.9
115,Single-arm kneeling lat pull-down,1.3
115,In-out jump squat,4.1
115,Adductor SMR,1.2
115,Glute Ham Raise,3.1
115,Dumbbell farmer's walk,4.0
115,Rower,3.3
115,Power snatch-,1.7
116,Exercise ball pike,2.1
116,Kettlebell fire feet,1.8
116,Piriformis SMR,1.1
116,Dumbbell floor press,4.0
116,Tire flip,4.6
116,Elliptical trainer,1.7
116,Push-jerk,4.1
117,Seated cable biceps curl,1.0
117,Carioca quick step,2.7
117,Alternating lunge jump,3.8
117,Board bench press,4.1
117,Tire flip,3.3
117,Shadow boxing,4.7
117,Power snatch-,2.6
118,Low-cable cross-over,2.4
118,Lateral hop,4.9
118,Standing side bend stretch,3.9
118,Dumbbell floor press,2.0
118,Tire flip,3.2
118,Stationary bike,4.7
118,Push-press,1.6
119,Lying leg curl,4.0
119,Knee Tuck Jump,2.6
119,Brachialis SMR,3.8
119,Speed Box Squat,1.1
119,Tire flip,2.5
119,Burpee,3.1
119,Push-press,4.6
120,Wall sit,1.2
120,Burpee over barbell,4.7
120,Yoga plex,1.8
120,Board bench press,4.5
120,Dumbbell farmer's walk,2.3
120,Plate push,4.3
120,Push-jerk,4.4
121,Double-arm triceps kick-back,4.1
121,Squat Isometric Hold,4.6
121,Adductor SMR,2.3
121,Board bench press,1.4
121,Tire flip,2.9
121,Sled push-,1.3
121,Power snatch-,1.2
122,Straight-arm dumbbell pull-over,3.5
122,Medicine Ball Chest Pass,2.9
122,Arm circle,3.1
122,Sumo deadlift,4.8
122,Tire flip,1.3
122,Bear crawl fire feet,3.7
122,Push-jerk,2.4
123,L-sit chin-up,3.0
123,Kettlebell fire feet,3.8
123,Standing side bend stretch,4.9
123,Speed Box Squat,1.3
123,Tire flip,4.6
123,Elliptical trainer,3.4
123,Push-jerk,3.6
124,Double crunch,4.8
124,Dumbbell lateral hop,2.3
124,Bent Over Shoulder Y,3.0
124,Rack pull,2.5
124,Bear crawl sled drag,4.2
124,Sled push-,4.2
124,Power snatch-,3.0
125,Side Lunge Touching Heel,1.0
125,Burpee tuck jump,3.8
125,Standing leg swing,3.7
125,Barbell back squat to box,1.0
125,Tire flip,3.1
125,Treadmill walking,3.7
125,Power snatch-,4.7
126,Knees tucked crunch,5.0
126,Dumbbell lateral hop,4.6
126,Inchworm,4.3
126,Barbell deficit deadlift,1.7
126,Dumbbell farmer's walk,2.0
126,Elliptical trainer,4.6
126,Push-jerk,3.5
127,Exercise ball V-up,2.7
127,Southpaw sprawl,1.3
127,Rhomboids SMR,3.0
127,Good Morning,2.9
127,Sled Push,1.8
127,Stair climber,1.2
127,Push-press,3.5
128,Medicine ball duck walk,3.8
128,Jump Squat,4.0
128,One Handed Hang,3.6
128,Dumbbell floor press,2.1
128,Dumbbell farmer's walk,1.2
128,Sled push-,5.0
128,Power snatch-,3.1
129,Towel dumbbell front raise,3.5
129,Sledgehammer swing,1.3
129,Bent Over Shoulder Y,5.0
129,Dumbbell floor press,4.5
129,Bear crawl sled drag,1.1
129,Bear crawl fire feet,3.7
129,Push-press,1.5
130,Rope overhead triceps extension,3.3
130,Bench skip,2.7
130,Standing hip circle,3.5
130,Rack pull,3.2
130,Sled Push,3.6
130,Shuttle run,3.1
130,Power snatch-,3.5
131,Paul Carter Overhead Rope Triceps Extension,4.2
131,Side-to-side box skip,2.2
131,Pass-through stretch with band,1.3
131,Barbell deficit deadlift,1.4
131,Bear crawl sled drag,1.9
131,Plate push,2.3
131,Behind-the-head push-press,3.1
132,Standing Dumbbell Calf Raise,4.6
132,Plyo push-up,2.4
132,Lower back SMR,4.7
132,Glute Ham Raise,1.6
132,Tire flip,2.7
132,High knees,1.4
132,Push-press,2.5
133,Kettlebell pass-through lunge,1.1
133,Medicine ball slam,4.8
133,Exercise ball chest stretch,2.9
133,Good Morning,4.8
133,Dumbbell farmer's walk,2.3
133,Treadmill running,4.4
133,Push-press,4.1
134,Dumbbell hang snatch,2.0
